Title,Issn,SJR Best Quartile,Categories,Year
Canadian Journal of Forest Research,"00455067, 12086037",Q1,Forestry (Q1); Ecology (Q2); Global and Planetary Change (Q3),2023
Digital Applications in Archaeology and Cultural Heritage,22120548,Q1,Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Computer Science Applications (Q2),2023
Internet Histories,"24701483, 24701475",Q1,History (Q1); Computer Science (miscellaneous) (Q2),2023
Journal of Reproduction and Development,"09168818, 13484400",Q1,Animal Science and Zoology (Q1),2023
Journal of the American Pharmacists Association : JAPhA,"15443191, 15443450",Q1,Pharmacology (nursing) (Q1); Pharmacy (Q1); Pharmacology (Q2),2023
Public Relations Inquiry,"20461488, 2046147X",Q1,Communication (Q1); Linguistics and Language (Q1); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2),2023
International Journal of Architectural Research: Archnet-IJAR,19387806,Q1,Architecture (Q1); Urban Studies (Q1),2023
Forests,19994907,Q1,Forestry (Q1),2023
Europe-Asia Studies,"09668136, 14653427",Q1,"History (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2); Geography, Planning and Development (Q2)",2023
Journal of Communication Disorders,"00219924, 18737994",Q1,Linguistics and Language (Q1); LPN and LVN (Q1); Speech and Hearing (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3),2023
Journal of Neuroscience Nursing,08880395,Q1,Medical and Surgical Nursing (Q1); Surgery (Q2); Endocrine and Autonomic Systems (Q3); Neurology (clinical) (Q3),2023
Analysis and Metaphysics,15848574,Q1,Philosophy (Q1),2023
Bilingual Research Journal,"15235882, 15235890",Q1,Linguistics and Language (Q1); Education (Q2),2023
"Gender, Place, and Culture","0966369X, 13600524",Q1,Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Gender Studies (Q1); Demography (Q2),2023
International Journal of Art and Design Education,"14768062, 14768070",Q1,Arts and Humanities (miscellaneous) (Q1); Visual Arts and Performing Arts (Q1); Education (Q2),2023
Journal of the Association of Nurses in AIDS Care,"15526917, 10553290",Q1,Advanced and Specialized Nursing (Q1),2023
Acta Politica,00016810,Q1,Political Science and International Relations (Q1),2023
Journal of Insect Conservation,"15729753, 1366638X",Q1,Animal Science and Zoology (Q1); Ecology (Q2); Insect Science (Q2); Nature and Landscape Conservation (Q2),2023
Journal of Information Science,"01655515, 17416485",Q1,Library and Information Sciences (Q1); Information Systems (Q2),2023
Medical Mycology,"13693786, 14602709",Q1,Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Medicine (miscellaneous) (Q2),2023
Ethology,"14390310, 01791613",Q1,"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q2)",2023
Journal of Agricultural and Environmental Ethics,11877863,Q1,Agricultural and Biological Sciences (miscellaneous) (Q1); History (Q1); Environmental Science (miscellaneous) (Q2); Environmental Chemistry (Q3),2023
Journal of Real Estate Finance and Economics,"1573045X, 08955638",Q1,Urban Studies (Q1); Accounting (Q2); Economics and Econometrics (Q2); Finance (Q2),2023
Studies in History and Philosophy of Science Part A,"00393681, 18792510",Q1,History (Q1); History and Philosophy of Science (Q1),2023
Argument and Computation,"19462166, 19462174",Q1,Linguistics and Language (Q1); Computational Mathematics (Q2); Computer Science Applications (Q2); Artificial Intelligence (Q3),2023
"Journal of Wound, Ostomy and Continence Nursing","15283976, 10715754",Q1,Advanced and Specialized Nursing (Q1); Medical and Surgical Nursing (Q1),2023
Historical Biology,"08912963, 10292381",Q1,Agricultural and Biological Sciences (miscellaneous) (Q1),2023
Journal of Veterinary Cardiology,"17602734, 18750834",Q1,Veterinary (miscellaneous) (Q1); Physiology (Q3),2023
Culture and Organization,"14772760, 14759551",Q1,Cultural Studies (Q1); Organizational Behavior and Human Resource Management (Q2),2023
International Journal of Clinical Pharmacy,"22107711, 22107703",Q1,Pharmacy (Q1); Pharmaceutical Science (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2); Toxicology (Q2),2023
International Journal of Cross Cultural Management,"14705958, 17412838",Q1,Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Business and International Management (Q2); Organizational Behavior and Human Resource Management (Q2),2023
International Review of Victimology,02697580,Q1,Law (Q1); Sociology and Political Science (Q1),2023
Anthropological Theory,14634996,Q1,Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1),2023
Parliamentary Affairs,"14602482, 00312290",Q1,Law (Q1); Sociology and Political Science (Q1),2023
Buildings,20755309,Q1,Architecture (Q1); Building and Construction (Q2); Civil and Structural Engineering (Q2),2023
Meditteranean Politics,"17439418, 13629395",Q1,"Political Science and International Relations (Q1); Geography, Planning and Development (Q2)",2023
"Plant Cell, Tissue and Organ Culture","15735044, 01676857",Q1,Horticulture (Q1),2023
Rural and Remote Health,14456354,Q1,"Emergency Medical Services (Q1); Health (social science) (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)",2023
Journal of Cardiovascular Nursing,"08894655, 15505049",Q1,Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q2),2023
Regional and Federal Studies,13597566,Q1,"Political Science and International Relations (Q1); Geography, Planning and Development (Q2)",2023
Forensic Sciences Research,"24711411, 20961790",Q1,"Anthropology (Q1); Analytical Chemistry (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2); Physical and Theoretical Chemistry (Q2); Psychiatry and Mental Health (Q3)",2023
Linguistics Vanguard,2199174X,Q1,Linguistics and Language (Q1),2023
Language Policy,15684555,Q1,Linguistics and Language (Q1); Sociology and Political Science (Q1),2023
One Ecosystem,23678194,Q1,"Agricultural and Biological Sciences (miscellaneous) (Q1); Earth and Planetary Sciences (miscellaneous) (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Nature and Landscape Conservation (Q2)",2023
American Museum Novitates,00030082,Q1,Archeology (Q1); History (Q1); Museology (Q1),2023
International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,"17936551, 02181274",Q1,Multidisciplinary (Q1); Applied Mathematics (Q2); Engineering (miscellaneous) (Q2); Modeling and Simulation (Q2),2023
European Journal of Social Work,13691457,Q1,Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Social Work (Q3),2023
Policing,1363951X,Q1,Law (Q1); Pathology and Forensic Medicine (Q2); Public Administration (Q2),2023
Mobilization,1086671X,Q1,Sociology and Political Science (Q1); Transportation (Q2),2023
Glass Structures and Engineering,"23635150, 23635142",Q1,Architecture (Q1); Building and Construction (Q2); Civil and Structural Engineering (Q2),2023
Environmental Values,"09632719, 17527015",Q1,Philosophy (Q1); Environmental Science (miscellaneous) (Q2),2023
International Journal of Osteoarchaeology,"10991212, 1047482X",Q1,Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1),2023
Deviant Behavior,"15210456, 01639625",Q1,Law (Q1); Sociology and Political Science (Q1); Clinical Psychology (Q2); Social Psychology (Q2),2023
Journal of Housing and the Built Environment,"15737772, 15664910",Q1,"Urban Studies (Q1); Geography, Planning and Development (Q2)",2023
Journal of Intervention and Statebuilding,"17502977, 17502985",Q1,Law (Q1); Political Science and International Relations (Q1),2023
Parasitology Research,"14321955, 09320113",Q1,Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Insect Science (Q2); Medicine (miscellaneous) (Q2); Parasitology (Q2),2023
Adaptive Behavior,"17412633, 10597123",Q1,Philosophy (Q1); Artificial Intelligence (Q3); Behavioral Neuroscience (Q3); Experimental and Cognitive Psychology (Q3),2023
American Journal on Intellectual and Developmental Disabilities,"19447515, 19447558",Q1,"Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q2); Neuropsychology and Physiological Psychology (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental and Educational Psychology (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)",2023
Enterprise and Society,"14672227, 14672235",Q1,"History (Q1); Business, Management and Accounting (miscellaneous) (Q2)",2023
First Language,"17402344, 01427237",Q1,Linguistics and Language (Q1); Education (Q2),2023
German Politics,09644008,Q1,Political Science and International Relations (Q1); Sociology and Political Science (Q2),2023
Journal of Environmental Law,"1464374X, 09528873",Q1,"Law (Q1); Management, Monitoring, Policy and Law (Q2)",2023
Studia Logica,"15728730, 00393215",Q1,History and Philosophy of Science (Q1); Logic (Q2),2023
Intercultural Pragmatics,"1613365X, 1612295X",Q1,Linguistics and Language (Q1); Communication (Q2),2023
Linguistics,"00243949, 1613396X",Q1,Linguistics and Language (Q1),2023
Review of Contemporary Philosophy,18415261,Q1,Philosophy (Q1),2023
"Election Law Journal: Rules, Politics, and Policy","15578062, 15331296",Q1,Law (Q1),2023
American Journal of Health-System Pharmacy,"10792082, 15352900",Q1,Pharmacy (Q1); Health Policy (Q2); Medicine (miscellaneous) (Q2); Pharmacology (Q3),2023
International Journal of Children's Spirituality,"14698455, 1364436X",Q1,Philosophy (Q1); Religious Studies (Q1); Education (Q2); Developmental and Educational Psychology (Q3),2023
Livestock Science,18711413,Q1,Animal Science and Zoology (Q1); Veterinary (miscellaneous) (Q1),2023
Review of Religious Research,"22114866, 0034673X",Q1,Philosophy (Q1); Religious Studies (Q1),2023
Policing (Oxford),"17524512, 17524520",Q1,Law (Q1),2023
Journal of Moral Philosophy,"17404681, 17455243",Q1,Philosophy (Q1),2023
New Forests,"01694286, 15735095",Q1,Forestry (Q1),2023
Journal of Eastern African Studies,"17531055, 17531063",Q1,Anthropology (Q1); Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q2),2023
Philosophical Psychology,"09515089, 1465394X",Q1,Philosophy (Q1); Applied Psychology (Q3),2023
"Religion, State and Society",09637494,Q1,Religious Studies (Q1); Sociology and Political Science (Q2),2023
International Journal for Educational and Vocational Guidance,"15731782, 18730388",Q1,Visual Arts and Performing Arts (Q1); Education (Q2),2023
Annals of Leisure Research,"11745398, 21596816",Q1,"Cultural Studies (Q1); Geography, Planning and Development (Q2); Social Psychology (Q2); Tourism, Leisure and Hospitality Management (Q2)",2023
Criminal Justice Policy Review,"08874034, 15523586",Q1,Law (Q1),2023
Horticulturae,23117524,Q1,Horticulture (Q1); Plant Science (Q2),2023
Social Epistemology,"02691728, 14645297",Q1,Philosophy (Q1); Social Sciences (miscellaneous) (Q2),2023
Veterinary Sciences,23067381,Q1,Veterinary (miscellaneous) (Q1),2023
Journal for the Theory of Social Behaviour,"14685914, 00218308",Q1,Philosophy (Q1); Psychology (miscellaneous) (Q2); Social Psychology (Q2),2023
Iranian Journal of Language Teaching Research,23221291,Q1,Linguistics and Language (Q1); Education (Q2),2023
Journal of Transport and Land Use,19387849,Q1,"Urban Studies (Q1); Geography, Planning and Development (Q2); Transportation (Q2)",2023
Signs,"15456943, 00979740",Q1,Arts and Humanities (miscellaneous) (Q1); Gender Studies (Q1),2023
Foodborne Pathogens and Disease,"15567125, 15353141",Q1,Animal Science and Zoology (Q1); Applied Microbiology and Biotechnology (Q2); Food Science (Q2); Microbiology (Q3),2023
Journal of Psycholinguistic Research,"15736555, 00906905",Q1,Linguistics and Language (Q1); Psychology (miscellaneous) (Q2); Experimental and Cognitive Psychology (Q3),2023
"Life Sciences, Society and Policy",21957819,Q1,"Philosophy (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q2)",2023
Journal of Music Teacher Education,"19450079, 10570837",Q1,Music (Q1); Education (Q2),2023
Asian Ethnicity,"14692953, 14631369",Q1,Cultural Studies (Q1); Sociology and Political Science (Q2),2023
Veterinary Ophthalmology,"14635224, 14635216",Q1,Veterinary (miscellaneous) (Q1),2023
"Comparative Immunology, Microbiology and Infectious Diseases","18781667, 01479571",Q1,Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3); Infectious Diseases (Q3); Microbiology (Q3),2023
Contemporary Drug Problems,00914509,Q1,"Law (Q1); Health Policy (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)",2023
European Journal for Philosophy of Science,"18794920, 18794912",Q1,History and Philosophy of Science (Q1); Philosophy (Q1),2023
Studies in Philosophy and Education,00393746,Q1,Philosophy (Q1); Education (Q2),2023
Rock Art Research,08130426,Q1,Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Visual Arts and Performing Arts (Q1),2023
Archaeological Research in Asia,23522267,Q1,Archeology (Q1); Archeology (arts and humanities) (Q1),2023
International Journal of Health Economics and Management,"21999023, 21999031",Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1); Health Policy (Q2)",2023
Linguistic Approaches to Bilingualism,"18799272, 18799264",Q1,Linguistics and Language (Q1),2023
Music Education Research,"14699893, 14613808",Q1,Music (Q1); Education (Q2),2023
Journal of Empirical Legal Studies,"17401453, 17401461",Q1,Law (Q1); Education (Q2),2023
Zoology,"18732720, 09442006",Q1,Animal Science and Zoology (Q1),2023
Fashion and Textiles,21980802,Q1,Cultural Studies (Q1); Marketing (Q2); Materials Science (miscellaneous) (Q2); Social Psychology (Q2); Strategy and Management (Q2),2023
Avian Pathology,"03079457, 14653338",Q1,Animal Science and Zoology (Q1); Food Animals (Q2); Immunology and Microbiology (miscellaneous)  (Q2),2023
Porn Studies,"23268743, 23268751",Q1,Cultural Studies (Q1); Gender Studies (Q1); Social Psychology (Q2),2023
"JOGNN - Journal of Obstetric, Gynecologic, and Neonatal Nursing","08842175, 15526909",Q1,Critical Care Nursing (Q1); Maternity and Midwifery (Q1); Pediatrics (Q1); Medicine (miscellaneous) (Q2),2023
Journal of International Migration and Integration,14883473,Q1,Anthropology (Q1); Cultural Studies (Q1); Demography (Q2),2023
Journal of the Royal Anthropological Institute,13590987,Q1,Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1),2023
Prison Journal,"00328855, 15527522",Q1,Law (Q1); Social Sciences (miscellaneous) (Q2),2023
Sport in Society,"17430445, 17430437",Q1,Cultural Studies (Q1); Sports Science (Q3),2023
International Feminist Journal of Politics,14616742,Q1,Arts and Humanities (miscellaneous) (Q1); Political Science and International Relations (Q1); Gender Studies (Q2); Sociology and Political Science (Q2),2023
Geotechnical and Geological Engineering,"09603182, 15731529",Q1,Architecture (Q1); Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2); Soil Science (Q2),2023
Historic Environment: Policy and Practice,"17567505, 17567513",Q1,Archeology (arts and humanities) (Q1); Conservation (Q1); History (Q1),2023
Personal Relationships,"13504126, 14756811",Q1,Anthropology (Q1); Social Psychology (Q2); Developmental and Educational Psychology (Q3); Life-span and Life-course Studies (Q3),2023
